,Unnamed: 0,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
24,75646,Gao Hongmiao,F,22.0,162.0,51.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,10 kilometres Walk,nan
25,85673,Gu Yan,F,22.0,172.0,62.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,10 kilometres Walk,nan
26,88538,Anita Hkenstad (-Evertsen),F,28.0,170.0,55.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,Marathon,nan
27,89771,Han Xue,F,14.0,177.0,68.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Breaststroke,nan
28,89772,Han Xue,F,14.0,177.0,68.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Medley Relay,Bronze
29,92044,Hanne Birgit Haugland,F,28.0,183.0,63.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,High Jump,nan
30,92609,He Cihong,F,21.0,175.0,58.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Backstroke,nan
31,96930,Steinar Breidsvoll Hoen,M,25.0,192.0,80.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,High Jump,nan
32,100001,Huang Geng,M,26.0,180.0,73.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Long Jump,nan
33,108358,Jiang Chengji,M,20.0,191.0,95.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,50 metres Freestyle,nan
34,108359,Jiang Chengji,M,20.0,191.0,95.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Butterfly,nan
35,108360,Jiang Chengji,M,20.0,191.0,95.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Medley Relay,nan
36,109048,Vibeke Lambersy Johansen,F,17.0,172.0,60.0,Norway,NOR,1996 Summer,1996,Atlanta,Swimming,50 metres Freestyle,nan
37,109049,Vibeke Lambersy Johansen,F,17.0,172.0,60.0,Norway,NOR,1996 Summer,1996,Atlanta,Swimming,100 metres Freestyle,nan
38,134010,Le Jingyi,F,21.0,178.0,68.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,50 metres Freestyle,Silver
39,134011,Le Jingyi,F,21.0,178.0,68.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Freestyle,Gold
40,134012,Le Jingyi,F,21.0,178.0,68.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Freestyle Relay,Silver
41,138188,Li Lei,F,22.0,175.0,74.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Javelin Throw,nan
42,138219,Li Meisu,F,37.0,176.0,92.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Shot Put,nan
43,138227,Li Mingcai,M,24.0,168.0,55.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,20 kilometres Walk,nan
44,138315,Li Shaojie,M,20.0,194.0,100.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Discus Throw,nan
45,138353,Li Tong,M,29.0,190.0,80.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,110 metres Hurdles,nan
46,138538,Li Zewen,M,22.0,172.0,55.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,20 kilometres Walk,nan
47,139349,Lin Li,F,25.0,168.0,63.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Breaststroke,nan
48,139350,Lin Li,F,25.0,168.0,63.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Individual Medley,Bronze
49,140640,Liu Limin,F,20.0,170.0,68.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Butterfly,Silver
50,140641,Liu Limin,F,20.0,170.0,68.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Butterfly,nan
51,148879,Mao Xinyuan,M,25.0,176.0,68.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,50 kilometres Walk,nan
52,159272,Terrie Norlene Miller,F,18.0,177.0,68.0,Norway,NOR,1996 Summer,1996,Atlanta,Swimming,100 metres Breaststroke,nan
53,161061,Geir Anders Moen,M,27.0,190.0,85.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,200 metres,nan
54,164810,Brge Mrk,M,24.0,186.0,84.0,Norway,NOR,1996 Summer,1996,Atlanta,Swimming,100 metres Breaststroke,nan
55,164811,Brge Mrk,M,24.0,186.0,84.0,Norway,NOR,1996 Summer,1996,Atlanta,Swimming,200 metres Breaststroke,nan
56,170653,Nian Yun,F,13.0,168.0,61.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Freestyle Relay,Silver
57,170654,Nian Yun,F,13.0,168.0,61.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 200 metres Freestyle Relay,nan
58,172406,Sigurd Njerve (Nilsen-),M,24.0,207.0,93.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,Triple Jump,nan
59,193970,Pu Yiqi,F,15.0,174.0,70.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,800 metres Freestyle,nan
60,193971,Pu Yiqi,F,15.0,174.0,70.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 200 metres Freestyle Relay,nan
61,194858,Qu Yun,F,18.0,171.0,60.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Butterfly,nan
62,198960,Ren Ruiping,F,20.0,176.0,64.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Triple Jump,nan
63,198965,Ren Xiujuan,F,21.0,160.0,56.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Marathon,nan
64,202274,Vebjrn Rodal,M,23.0,188.0,78.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,800 metres,Gold
65,217427,Shan Ying,F,17.0,172.0,67.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,50 metres Freestyle,nan
66,217428,Shan Ying,F,17.0,172.0,67.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Freestyle,nan
67,217429,Shan Ying,F,17.0,172.0,67.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Freestyle,nan
68,217430,Shan Ying,F,17.0,172.0,67.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Freestyle Relay,Silver
69,217431,Shan Ying,F,17.0,172.0,67.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 200 metres Freestyle Relay,nan
70,217432,Shan Ying,F,17.0,172.0,67.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Medley Relay,Bronze
71,224711,"Elsa Katrine ""Trine"" Solberg-Hattestad",F,30.0,173.0,76.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,Javelin Throw,Bronze
72,224846,Lena Bendicte Solli-Reimann,F,26.0,172.0,57.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,100 metres Hurdles,nan
73,231769,Sui Xinmei,F,31.0,172.0,90.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Shot Put,Silver
74,233205,Jim Sveny,M,24.0,185.0,69.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,"3,000 metres Steeplechase",nan
75,247886,Svein-Inge Valvik,M,39.0,194.0,115.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,Discus Throw,nan
76,256627,Wang Junxia,F,33.0,162.0,50.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,"5,000 metres",Gold
77,256628,Wang Junxia,F,33.0,162.0,50.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,"10,000 metres",Silver
78,256671,Wang Luna,F,15.0,170.0,68.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 200 metres Freestyle Relay,nan
79,256697,Wang Mingxia,F,24.0,166.0,58.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,"10,000 metres",nan
80,256809,Wang Xiangrong,F,24.0,172.0,60.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Triple Jump,nan
81,256874,Wang Yan,F,25.0,170.0,52.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,10 kilometres Walk,Bronze
82,256903,Wang Yiwu,M,20.0,178.0,70.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Breaststroke,nan
83,258188,Wei Li,F,24.0,168.0,59.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,"5,000 metres",nan
84,263472,Wu Yanyan,F,18.0,173.0,60.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Backstroke,nan
85,263473,Wu Yanyan,F,18.0,173.0,60.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Individual Medley,nan
86,263474,Wu Yanyan,F,18.0,173.0,60.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,400 metres Individual Medley,nan
87,263811,Xiao Yanling,F,28.0,180.0,92.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Discus Throw,nan
88,264600,Yan Jiankui,F,20.0,164.0,55.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,100 metres,nan
89,264601,Yan Jiankui,F,20.0,164.0,55.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,200 metres,nan
90,264836,Yang Siju,F,23.0,155.0,45.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,"5,000 metres",nan
91,264837,Yang Siju,F,23.0,155.0,45.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,"10,000 metres",nan
92,266493,Yu Guohui,M,19.0,181.0,70.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,20 kilometres Walk,nan
93,266675,Yuan Yuan,F,20.0,162.0,63.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Breaststroke,nan
94,266676,Yuan Yuan,F,20.0,162.0,63.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Breaststroke,nan
95,268532,Zeng Qiliang,M,21.0,174.0,72.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Breaststroke,nan
96,268533,Zeng Qiliang,M,21.0,174.0,72.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Medley Relay,nan
97,268780,Zhang Huiqiang,M,19.0,168.0,64.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,50 kilometres Walk,nan
98,268782,Zhang Jian,F,20.0,162.0,50.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,800 metres,nan
99,268838,Zhang Lianbiao,M,27.0,193.0,110.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Javelin Throw,nan
100,269103,Zhao Lifeng,M,18.0,184.0,76.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Freestyle,nan
101,269104,Zhao Lifeng,M,18.0,184.0,76.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Medley Relay,nan
102,269136,Zhao Yi,M,17.0,186.0,81.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Backstroke,nan
103,269137,Zhao Yi,M,17.0,186.0,81.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Backstroke,nan
104,269138,Zhao Yi,M,17.0,186.0,81.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Medley Relay,nan
105,269144,Zhao Yongsheng,M,26.0,172.0,62.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,50 kilometres Walk,nan
106,270443,Zou Sixin,M,29.0,178.0,76.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Triple Jump,nan
