,Unnamed: 0,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
29,4445,Elfenesh Alemu,F,29.0,165.0,51.0,Ethiopia,ETH,2004 Summer,2004,Athina,Athletics,Marathon,nan
30,4446,Habitam Alemu,F,19.0,171.0,52.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,800 metres,nan
31,4465,Fiona Michelle Alessandri (-Wildy),F,20.0,175.0,61.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,100 metres Butterfly,nan
32,4466,Fiona Michelle Alessandri (-Wildy),F,20.0,175.0,61.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,4 x 100 metres Medley Relay,nan
33,5012,Malcolm Allen,M,23.0,185.0,74.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,400 metres Freestyle,nan
34,5013,Malcolm Allen,M,23.0,185.0,74.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,4 x 200 metres Freestyle Relay,nan
35,5145,"Edward James ""Ted"" Allsopp",M,30.0,179.0,80.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,20 kilometres Walk,nan
36,5146,"Edward James ""Ted"" Allsopp",M,30.0,179.0,80.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,50 kilometres Walk,nan
37,5147,"Edward James ""Ted"" Allsopp",M,38.0,179.0,80.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,50 kilometres Walk,nan
38,5389,Uzodinma Anthony Alozie,M,25.0,171.0,79.0,Australia,AUS,2012 Summer,2012,London,Athletics,4 x 100 metres Relay,nan
39,5822,Mohammed Aman Geleto,M,18.0,165.0,58.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,800 metres,nan
40,5823,Mohammed Aman Geleto,M,22.0,165.0,58.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,800 metres,nan
41,5874,Hailemariyam Amare Tegen,M,19.0,175.0,64.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,"3,000 metres Steeplechase",nan
42,6221,"Judith Florence ""Judy"" Amoore-Pollock",F,24.0,163.0,55.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,400 metres,Bronze
43,6222,"Judith Florence ""Judy"" Amoore-Pollock",F,36.0,163.0,55.0,Australia,AUS,1976 Summer,1976,Montreal,Athletics,800 metres,nan
44,6223,"Judith Florence ""Judy"" Amoore-Pollock",F,36.0,163.0,55.0,Australia,AUS,1976 Summer,1976,Montreal,Athletics,"1,500 metres",nan
45,6776,"Christopher Daniel ""Chris"" Anderson",M,28.0,189.0,74.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,High Jump,nan
46,6788,David Lennon James Anderson,M,26.0,194.0,80.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,High Jump,nan
47,6901,Kate Suzanne Anderson-Richardson,F,22.0,168.0,51.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,"5,000 metres",nan
48,6902,Kate Suzanne Anderson-Richardson,F,26.0,168.0,51.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,"5,000 metres",nan
49,7412,"Janice ""Jan"" Andrew (-Thornett)",F,16.0,162.0,54.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,100 metres Butterfly,Bronze
50,7413,"Janice ""Jan"" Andrew (-Thornett)",F,16.0,162.0,54.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,4 x 100 metres Medley Relay,Silver
51,7438,"Susan Elizabeth ""Sue"" Andrews",F,21.0,173.0,62.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,4 x 400 metres Relay,nan
52,7439,"Susan Elizabeth ""Sue"" Andrews",F,29.0,173.0,62.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,800 metres,nan
53,7440,"Susan Elizabeth ""Sue"" Andrews",F,29.0,173.0,62.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,4 x 400 metres Relay,nan
54,7973,Justin John Anlezark,M,23.0,188.0,127.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,Shot Put,nan
55,7974,Justin John Anlezark,M,26.0,188.0,127.0,Australia,AUS,2004 Summer,2004,Athina,Athletics,Shot Put,nan
56,7975,Justin John Anlezark,M,30.0,188.0,127.0,Australia,AUS,2008 Summer,2008,Beijing,Athletics,Shot Put,nan
57,8008,"Christine Frances ""Chris"" Annison-Stanton",F,20.0,183.0,67.0,Australia,AUS,1980 Summer,1980,Moskva,Athletics,High Jump,nan
58,8009,"Christine Frances ""Chris"" Annison-Stanton",F,24.0,183.0,67.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,High Jump,nan
59,8010,"Christine Frances ""Chris"" Annison-Stanton",F,28.0,183.0,67.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,High Jump,nan
60,9018,Abeba Aregawi Gebretsadik,F,22.0,170.0,52.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"1,500 metres",nan
61,9264,Simon Graham Arkell,M,26.0,185.0,78.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,Pole Vault,nan
62,9265,Simon Graham Arkell,M,30.0,185.0,78.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,Pole Vault,nan
63,9395,Duncan John D'Arcy Armstrong,M,20.0,187.0,74.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,200 metres Freestyle,Gold
64,9396,Duncan John D'Arcy Armstrong,M,20.0,187.0,74.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,400 metres Freestyle,Silver
65,9397,Duncan John D'Arcy Armstrong,M,20.0,187.0,74.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,4 x 200 metres Freestyle Relay,nan
66,9398,Duncan John D'Arcy Armstrong,M,24.0,187.0,74.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,4 x 200 metres Freestyle Relay,nan
67,9442,Daniel Arnamnart,M,22.0,178.0,80.0,Australia,AUS,2012 Summer,2012,London,Swimming,100 metres Backstroke,nan
68,10097,Gashaw Asfaw Melese,M,29.0,168.0,51.0,Ethiopia,ETH,2008 Summer,2008,Beijing,Athletics,Marathon,nan
69,10198,Jessica Ashwood,F,19.0,173.0,64.0,Australia,AUS,2012 Summer,2012,London,Swimming,800 metres Freestyle,nan
70,10199,Jessica Ashwood,F,23.0,173.0,64.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,400 metres Freestyle,nan
71,10200,Jessica Ashwood,F,23.0,173.0,64.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,800 metres Freestyle,nan
72,10201,Jessica Ashwood,F,23.0,173.0,64.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 200 metres Freestyle Relay,Silver
73,10369,Abraham Assefa,M,23.0,165.0,51.0,Ethiopia,ETH,1996 Summer,1996,Atlanta,Athletics,"10,000 metres",nan
74,10370,Meskerem Assefa Legesse (Wondimagegn),F,22.0,161.0,43.0,Ethiopia,ETH,2008 Summer,2008,Beijing,Athletics,"1,500 metres",nan
75,10371,Meskerem Assefa Legesse (Wondimagegn),F,26.0,161.0,43.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"1,500 metres",nan
76,10372,Sofia Assefa Abebe,F,20.0,167.0,52.0,Ethiopia,ETH,2008 Summer,2008,Beijing,Athletics,"3,000 metres Steeplechase",nan
77,10373,Sofia Assefa Abebe,F,24.0,167.0,52.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"3,000 metres Steeplechase",Bronze
78,10374,Sofia Assefa Abebe,F,28.0,167.0,52.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,"3,000 metres Steeplechase",nan
79,10375,Tigist Assefa,F,19.0,168.0,53.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,800 metres,nan
80,10661,John David Atkinson,M,20.0,184.0,71.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,High Jump,nan
81,11040,"Stephen John ""Steve"" Austin",M,29.0,174.0,65.0,Australia,AUS,1980 Summer,1980,Moskva,Athletics,"5,000 metres",nan
82,11041,"Stephen John ""Steve"" Austin",M,29.0,174.0,65.0,Australia,AUS,1980 Summer,1980,Moskva,Athletics,"10,000 metres",nan
83,11341,Hiwot Ayalew Yeder,F,22.0,173.0,53.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"3,000 metres Steeplechase",nan
84,11342,Hiwot Ayalew Yeder,F,26.0,173.0,53.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,"3,000 metres Steeplechase",nan
85,11346,Almaz Ayana Eba,F,24.0,166.0,47.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,"5,000 metres",Bronze
86,11347,Almaz Ayana Eba,F,24.0,166.0,47.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 metres",Gold
87,12116,Gerald Ian d'Acres Backhouse,M,23.0,165.0,57.0,Australia,AUS,1936 Summer,1936,Berlin,Athletics,800 metres,nan
88,12117,Gerald Ian d'Acres Backhouse,M,23.0,165.0,57.0,Australia,AUS,1936 Summer,1936,Berlin,Athletics,"1,500 metres",nan
89,12259,Joel Baden,M,20.0,190.0,70.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,High Jump,nan
90,12505,John R. Baguley,M,20.0,188.0,77.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,Long Jump,nan
91,12506,John R. Baguley,M,20.0,188.0,77.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,Triple Jump,nan
92,12618,Andrew James Baildon,M,17.0,186.0,78.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,50 metres Freestyle,nan
93,12619,Andrew James Baildon,M,17.0,186.0,78.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,100 metres Freestyle,nan
94,12620,Andrew James Baildon,M,17.0,186.0,78.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,4 x 100 metres Medley Relay,nan
95,12621,Andrew James Baildon,M,20.0,186.0,78.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,100 metres Freestyle,nan
96,12622,Andrew James Baildon,M,20.0,186.0,78.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,4 x 100 metres Freestyle Relay,nan
97,12623,Andrew James Baildon,M,20.0,186.0,78.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,100 metres Butterfly,nan
98,12666,"James John ""Jim"" Bailey",M,27.0,178.0,69.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,800 metres,nan
99,12752,Angie Lee Bainbridge,F,18.0,181.0,67.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,4 x 200 metres Freestyle Relay,Gold
100,12753,Angie Lee Bainbridge,F,22.0,181.0,67.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 200 metres Freestyle Relay,Silver
101,12767,"Donald George ""Don"" Baird",M,25.0,176.0,69.0,Australia,AUS,1976 Summer,1976,Montreal,Athletics,Pole Vault,nan
102,12769,"Malcolm David ""Mal"" Baird",M,24.0,185.0,74.0,Australia,AUS,1972 Summer,1972,Munich,Athletics,110 metres Hurdles,nan
103,12891,Bevyn H. Baker,M,23.0,175.0,70.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,Long Jump,nan
104,12932,Simon Francis Baker,M,26.0,186.0,70.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,20 kilometres Walk,nan
105,12933,Simon Francis Baker,M,30.0,186.0,70.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,20 kilometres Walk,nan
106,12934,Simon Francis Baker,M,30.0,186.0,70.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,50 kilometres Walk,nan
107,12935,Simon Francis Baker,M,34.0,186.0,70.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,50 kilometres Walk,nan
108,12936,Simon Francis Baker,M,38.0,186.0,70.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,50 kilometres Walk,nan
109,13240,Kassa Balcha,M,24.0,182.0,66.0,Ethiopia,ETH,1980 Summer,1980,Moskva,Athletics,"1,500 metres",nan
110,13241,Kebede Balcha,M,28.0,166.0,49.0,Ethiopia,ETH,1980 Summer,1980,Moskva,Athletics,Marathon,nan
111,13477,Robert John Ballard,M,23.0,187.0,77.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,4 x 400 metres Relay,nan
112,13574,"Vesmonis ""Ves"" Balodis",M,23.0,163.0,48.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,Discus Throw,nan
113,13985,Jarrod Bannister,M,23.0,190.0,100.0,Australia,AUS,2008 Summer,2008,Beijing,Athletics,Javelin Throw,nan
114,13986,Jarrod Bannister,M,27.0,190.0,100.0,Australia,AUS,2012 Summer,2012,London,Athletics,Javelin Throw,nan
115,14748,Jo-Anne Barnes,F,13.0,161.0,54.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,100 metres Breaststroke,nan
116,14749,Jo-Anne Barnes,F,13.0,161.0,54.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,200 metres Breaststroke,nan
117,14913,Bronte Amelia Arnold Barratt,F,19.0,171.0,59.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,200 metres Freestyle,nan
118,14914,Bronte Amelia Arnold Barratt,F,19.0,171.0,59.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,400 metres Freestyle,nan
119,14915,Bronte Amelia Arnold Barratt,F,19.0,171.0,59.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,4 x 200 metres Freestyle Relay,Gold
120,14916,Bronte Amelia Arnold Barratt,F,23.0,171.0,59.0,Australia,AUS,2012 Summer,2012,London,Swimming,200 metres Freestyle,Bronze
121,14917,Bronte Amelia Arnold Barratt,F,23.0,171.0,59.0,Australia,AUS,2012 Summer,2012,London,Swimming,400 metres Freestyle,nan
122,14918,Bronte Amelia Arnold Barratt,F,23.0,171.0,59.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 200 metres Freestyle Relay,Silver
123,14919,Bronte Amelia Arnold Barratt,F,27.0,171.0,59.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,200 metres Freestyle,nan
124,14920,Bronte Amelia Arnold Barratt,F,27.0,171.0,59.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 200 metres Freestyle Relay,Silver
125,15001,Gerard Barrett,M,23.0,174.0,66.0,Australia,AUS,1980 Summer,1980,Moskva,Athletics,Marathon,nan
126,15510,John Lavers Bartram,M,23.0,173.0,68.0,Australia,AUS,1948 Summer,1948,London,Athletics,100 metres,nan
127,15511,John Lavers Bartram,M,23.0,173.0,68.0,Australia,AUS,1948 Summer,1948,London,Athletics,400 metres,nan
128,15512,John Lavers Bartram,M,23.0,173.0,68.0,Australia,AUS,1948 Summer,1948,London,Athletics,4 x 100 metres Relay,nan
129,15684,Adam Edward Basil,M,29.0,176.0,76.0,Australia,AUS,2004 Summer,2004,Athina,Athletics,4 x 100 metres Relay,nan
130,15944,Daniel Batman,M,19.0,171.0,71.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,400 metres,nan
131,16356,"Suzanne Carol ""Susie"" Baumer (-Ford)",F,18.0,168.0,60.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,400 metres Freestyle,nan
132,16357,"Suzanne Carol ""Susie"" Baumer (-Ford)",F,18.0,168.0,60.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,800 metres Freestyle,nan
133,16358,"Suzanne Carol ""Susie"" Baumer (-Ford)",F,22.0,168.0,60.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,100 metres Freestyle,nan
134,16359,"Suzanne Carol ""Susie"" Baumer (-Ford)",F,22.0,168.0,60.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,200 metres Freestyle,nan
135,16595,Fita Bayissa,M,19.0,173.0,52.0,Ethiopia,ETH,1992 Summer,1992,Barcelona,Athletics,"5,000 metres",Bronze
136,16596,Fita Bayissa,M,19.0,173.0,52.0,Ethiopia,ETH,1992 Summer,1992,Barcelona,Athletics,"10,000 metres",nan
137,16597,Fita Bayissa,M,23.0,173.0,52.0,Ethiopia,ETH,1996 Summer,1996,Atlanta,Athletics,"5,000 metres",nan
138,16598,Fita Bayissa,M,27.0,173.0,52.0,Ethiopia,ETH,2000 Summer,2000,Sydney,Athletics,"5,000 metres",nan
139,16974,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,28.0,170.0,65.0,Australia,AUS,1920 Summer,1920,Antwerpen,Swimming,400 metres Freestyle,nan
140,16975,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,28.0,170.0,65.0,Australia,AUS,1920 Summer,1920,Antwerpen,Swimming,"1,500 metres Freestyle",Bronze
141,16976,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,28.0,170.0,65.0,Australia,AUS,1920 Summer,1920,Antwerpen,Swimming,4 x 200 metres Freestyle Relay,Silver
142,16977,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,32.0,170.0,65.0,Australia,AUS,1924 Summer,1924,Paris,Swimming,400 metres Freestyle,nan
143,16978,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,32.0,170.0,65.0,Australia,AUS,1924 Summer,1924,Paris,Swimming,"1,500 metres Freestyle",Bronze
144,16979,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,32.0,170.0,65.0,Australia,AUS,1924 Summer,1924,Paris,Swimming,4 x 200 metres Freestyle Relay,Silver
145,16987,"Joshua ""Josh"" Beaver",M,23.0,175.0,70.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,100 metres Backstroke,nan
146,16988,"Joshua ""Josh"" Beaver",M,23.0,175.0,70.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,200 metres Backstroke,nan
147,17177,"Matthew ""Matt"" Beckenham",M,24.0,182.0,72.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,400 metres Hurdles,nan
148,17290,Amber Gerganiya Beckitt (-Shelley),F,15.0,162.0,59.0,Australia,AUS,1956 Summer,1956,Melbourne,Swimming,100 metres Backstroke,nan
149,17291,Amber Gerganiya Beckitt (-Shelley),F,19.0,162.0,59.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,100 metres Backstroke,nan
150,17292,Amber Gerganiya Beckitt (-Shelley),F,19.0,162.0,59.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,4 x 100 metres Medley Relay,Silver
151,17397,Lengissa Bedane,M,22.0,175.0,55.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,Marathon,nan
152,17427,Kebede Bedasso,M,23.0,167.0,62.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,4 x 100 metres Relay,nan
153,17852,Kenenisa Bekele Beyecha,M,22.0,165.0,56.0,Ethiopia,ETH,2004 Summer,2004,Athina,Athletics,"5,000 metres",Silver
154,17853,Kenenisa Bekele Beyecha,M,22.0,165.0,56.0,Ethiopia,ETH,2004 Summer,2004,Athina,Athletics,"10,000 metres",Gold
155,17854,Kenenisa Bekele Beyecha,M,26.0,165.0,56.0,Ethiopia,ETH,2008 Summer,2008,Beijing,Athletics,"5,000 metres",Gold
156,17855,Kenenisa Bekele Beyecha,M,26.0,165.0,56.0,Ethiopia,ETH,2008 Summer,2008,Beijing,Athletics,"10,000 metres",Gold
157,17856,Kenenisa Bekele Beyecha,M,30.0,165.0,56.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"10,000 metres",nan
158,17857,Mekdes Bekele Tadesse,F,21.0,180.0,58.0,Ethiopia,ETH,2008 Summer,2008,Beijing,Athletics,"3,000 metres Steeplechase",nan
159,17858,Nigusse Bekele,M,20.0,185.0,55.0,Ethiopia,ETH,1980 Summer,1980,Moskva,Athletics,800 metres,nan
160,17859,Nigusse Bekele,M,20.0,185.0,55.0,Ethiopia,ETH,1980 Summer,1980,Moskva,Athletics,"1,500 metres",nan
161,17860,Tariku Bekele Beyecha,M,21.0,173.0,65.0,Ethiopia,ETH,2008 Summer,2008,Beijing,Athletics,"5,000 metres",nan
162,17861,Tariku Bekele Beyecha,M,25.0,173.0,65.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"10,000 metres",Bronze
163,17992,Solomon Belaye,M,25.0,173.0,64.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,200 metres,nan
164,17993,Solomon Belaye,M,25.0,173.0,64.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,4 x 100 metres Relay,nan
165,18065,Yehualeye Beletew,F,18.0,165.0,52.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,20 kilometres Walk,nan
166,18169,"Lynette ""Lyn"" Bell (-Chipchase)",F,17.0,167.0,57.0,Australia,AUS,1964 Summer,1964,Tokyo,Swimming,100 metres Freestyle,nan
167,18170,"Lynette ""Lyn"" Bell (-Chipchase)",F,17.0,167.0,57.0,Australia,AUS,1964 Summer,1964,Tokyo,Swimming,4 x 100 metres Freestyle Relay,Silver
168,18171,"Lynette ""Lyn"" Bell (-Chipchase)",F,21.0,167.0,57.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,100 metres Freestyle,nan
169,18172,"Lynette ""Lyn"" Bell (-Chipchase)",F,21.0,167.0,57.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,200 metres Freestyle,nan
170,18173,"Lynette ""Lyn"" Bell (-Chipchase)",F,21.0,167.0,57.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,4 x 100 metres Freestyle Relay,nan
171,18174,"Lynette ""Lyn"" Bell (-Chipchase)",F,21.0,167.0,57.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,4 x 100 metres Medley Relay,Silver
172,19210,Joyce Elaine Bennett (-Sala Tenna),F,19.0,168.0,63.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,200 metres,nan
173,19211,Joyce Elaine Bennett (-Sala Tenna),F,19.0,168.0,63.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,4 x 100 metres Relay,nan
174,19212,Joyce Elaine Bennett (-Sala Tenna),F,23.0,168.0,63.0,Australia,AUS,1968 Summer,1968,Mexico City,Athletics,400 metres,nan
175,19213,Joyce Elaine Bennett (-Sala Tenna),F,23.0,168.0,63.0,Australia,AUS,1968 Summer,1968,Mexico City,Athletics,4 x 100 metres Relay,nan
176,19314,"Anthony Charles ""Tony"" Benson",M,30.0,183.0,65.0,Australia,AUS,1972 Summer,1972,Munich,Athletics,"5,000 metres",nan
177,19338,Ketema Benti,M,27.0,179.0,68.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,4 x 400 metres Relay,nan
178,20085,Dejene Berhanu,M,23.0,181.0,61.0,Ethiopia,ETH,2004 Summer,2004,Athina,Athletics,"5,000 metres",nan
179,20086,Lemi Berhanu Hayle,M,21.0,168.0,53.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,Marathon,nan
180,20098,Glenn Stuart Beringen,M,19.0,185.0,72.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,200 metres Breaststroke,Silver
181,20099,Glenn Stuart Beringen,M,19.0,185.0,72.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,200 metres Individual Medley,nan
