,Unnamed: 0,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
0,204,Carlos Rodolfo Abaunza Balladares,M,18.0,168.0,60.0,Nicaragua,NCA,2004 Summer,2004,Athina,Athletics,100 meters,nan
1,258,Ruslan Abbasov,M,22.0,181.0,74.0,Azerbaijan,AZE,2008 Summer,2008,Beijing,Athletics,100 meters,nan
2,316,Younis Abdallah Rabee,M,23.0,169.0,68.0,Kuwait,KUW,1972 Summer,1972,Munich,Athletics,100 meters,nan
3,354,Moustafa Mounib Abdel Kader,M,nan,176.0,67.0,United Arab Republic,UAR,1960 Summer,1960,Roma,Athletics,100 meters,nan
4,453,Bashir Abdi,M,27.0,176.0,56.0,Belgium,BEL,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",nan
5,458,Talal Omar Abdillahi,M,21.0,170.0,57.0,Djibouti,DJI,1988 Summer,1988,Seoul,Athletics,"10,000 meters",nan
6,467,"Abdihakim ""Abdi"" Abdirahman",M,23.0,178.0,61.0,United States,USA,2000 Summer,2000,Sydney,Athletics,"10,000 meters",nan
7,468,"Abdihakim ""Abdi"" Abdirahman",M,27.0,178.0,61.0,United States,USA,2004 Summer,2004,Athina,Athletics,"10,000 meters",nan
8,469,"Abdihakim ""Abdi"" Abdirahman",M,31.0,178.0,61.0,United States,USA,2008 Summer,2008,Beijing,Athletics,"10,000 meters",nan
9,527,Dana Abdul Razak (Hussain-),F,22.0,163.0,56.0,Iraq,IRQ,2008 Summer,2008,Beijing,Athletics,100 meters,nan
10,528,Dana Abdul Razak (Hussain-),F,26.0,163.0,56.0,Iraq,IRQ,2012 Summer,2012,London,Athletics,100 meters,nan
11,545,"Lawal Kolawole ""Kola"" Abdulai",M,21.0,172.0,66.0,Nigeria,NGR,1968 Summer,1968,Mexico City,Athletics,100 meters,nan
12,547,"Lawal Kolawole ""Kola"" Abdulai",M,25.0,172.0,66.0,Nigeria,NGR,1972 Summer,1972,Munich,Athletics,100 meters,nan
13,560,Ahmad Hassan Abdullah,M,27.0,164.0,55.0,Qatar,QAT,2008 Summer,2008,Beijing,Athletics,"10,000 meters",nan
14,571,Mohamed Samy Abdullah,M,nan,165.0,65.0,United Arab Emirates,UAE,1984 Summer,1984,Los Angeles,Athletics,100 meters,nan
15,656,Addis Abebe,M,21.0,160.0,50.0,Ethiopia,ETH,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",Bronze
16,693,Mara Abel Diguez,F,25.0,163.0,46.0,Spain,ESP,2000 Summer,2000,Sydney,Athletics,"10,000 meters",nan
17,749,Elvan Abeylegesse,F,25.0,159.0,40.0,Turkey,TUR,2008 Summer,2008,Beijing,Athletics,"10,000 meters",nan
18,780,Inga Eduardovna Abitova,F,26.0,164.0,58.0,Russia,RUS,2008 Summer,2008,Beijing,Athletics,"10,000 meters",nan
19,908,Glen Abrahams Martnez,M,22.0,179.0,72.0,Costa Rica,CRC,1984 Summer,1984,Los Angeles,Athletics,100 meters,nan
20,910,Guy A. Abrahams,M,23.0,173.0,65.0,Panama,PAN,1976 Summer,1976,Montreal,Athletics,100 meters,nan
21,912,Harold Maurice Abrahams,M,20.0,183.0,75.0,Great Britain,GBR,1920 Summer,1920,Antwerpen,Athletics,100 meters,nan
22,916,Harold Maurice Abrahams,M,24.0,183.0,75.0,Great Britain,GBR,1924 Summer,1924,Paris,Athletics,100 meters,Gold
23,1056,Mohamed Abu Abdullah,M,27.0,173.0,74.0,Bangladesh,BAN,2008 Summer,2008,Beijing,Athletics,100 meters,nan
24,1064,Majed Abu Maraheel,M,33.0,180.0,76.0,Palestine,PLE,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",nan
25,1082,Fartun Abukar Omar,F,18.0,170.0,58.0,Somalia,SOM,2004 Summer,2004,Athina,Athletics,100 meters,nan
26,1095,Mohammed Abukhousa,M,23.0,170.0,67.0,Palestine,PLE,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,nan
27,1097,Kariman Abuljadayel,F,22.0,180.0,70.0,Saudi Arabia,KSA,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,nan
28,1160,Claudia Acerenza Marez,F,22.0,160.0,55.0,Uruguay,URU,1988 Summer,1988,Seoul,Athletics,100 meters,nan
29,1348,Idrissa Adam,M,27.0,178.0,79.0,Cameroon,CMR,2012 Summer,2012,London,Athletics,100 meters,nan
30,1361,Marcus Adam,M,24.0,182.0,82.0,Great Britain,GBR,1992 Summer,1992,Barcelona,Athletics,100 meters,nan
31,1443,Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,2012 Summer,2012,London,Athletics,100 meters,nan
32,1446,Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,nan
33,1466,"Francis ""Frank"" Adams",M,26.0,169.0,68.0,Trinidad and Tobago,TTO,1980 Summer,1980,Moskva,Athletics,100 meters,nan
34,1516,Ralph Andrew Adams,M,20.0,170.0,56.0,Canada,CAN,1928 Summer,1928,Amsterdam,Athletics,100 meters,nan
35,1549,Jos Carlos Adn Arias,M,25.0,166.0,57.0,Spain,ESP,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",nan
36,1576,Hamida Addche,M,28.0,164.0,56.0,France,FRA,1960 Summer,1960,Roma,Athletics,"10,000 meters",nan
37,1661,Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Seoul,Athletics,100 meters,nan
38,1664,Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Barcelona,Athletics,100 meters,nan
39,1667,Olapade Charles Adeniken,M,26.0,186.0,78.0,Nigeria,NGR,1996 Summer,1996,Atlanta,Athletics,100 meters,nan
40,1676,Berhane Adere Debala,F,22.0,170.0,50.0,Ethiopia,ETH,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",nan
41,1677,Berhane Adere Debala,F,27.0,170.0,50.0,Ethiopia,ETH,2000 Summer,2000,Sydney,Athletics,"10,000 meters",nan
42,1686,Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Seoul,Athletics,100 meters,nan
43,1705,Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Moskva,Athletics,100 meters,nan
44,1709,Ilana Adir (-Kamarshik),F,19.0,165.0,58.0,Israel,ISR,1960 Summer,1960,Roma,Athletics,100 meters,nan
45,1791,Christopher Silas Adolf,M,24.0,168.0,59.0,Palau,PLW,2000 Summer,2000,Sydney,Athletics,100 meters,nan
46,1878,Martha Adusei,F,24.0,165.0,64.0,Canada,CAN,2000 Summer,2000,Sydney,Athletics,100 meters,nan
47,1979,Hannah Afriyie,F,20.0,165.0,52.0,Ghana,GHA,1972 Summer,1972,Munich,Athletics,100 meters,nan
48,1995,Muhammad Afzal,M,21.0,184.0,69.0,Pakistan,PAK,1988 Summer,1988,Seoul,Athletics,100 meters,nan
49,2130,Pedro Emanuel Costa Agostinho,M,23.0,174.0,64.0,Portugal,POR,1988 Summer,1988,Seoul,Athletics,100 meters,nan
50,2135,"Michael George Raymond ""Mike"" Agostini",M,21.0,171.0,66.0,Trinidad and Tobago,TTO,1956 Summer,1956,Melbourne,Athletics,100 meters,nan
51,2177,Eric Agueh,M,24.0,180.0,72.0,Benin,BEN,1996 Summer,1996,Atlanta,Athletics,100 meters,nan
52,2250,Fernp.nando Aguilar Camacho,M,26.0,178.0,64.0,Spain,ESP,1964 Summer,1964,Tokyo,Athletics,"10,000 meters",nan
53,2252,Florencio Aguilar Mejia,M,32.0,168.0,62.0,Panama,PAN,1992 Summer,1992,Barcelona,Athletics,100 meters,nan
54,2276,Domingo Omar Aguilar Cardenas,M,24.0,171.0,62.0,Chile,CHI,1984 Summer,1984,Los Angeles,Athletics,"10,000 meters",nan
55,2288,Jessica Carolina Aguilera Aguilera,F,23.0,167.0,57.0,Nicaragua,NCA,2008 Summer,2008,Beijing,Athletics,100 meters,nan
56,2356,Feta Ahamada,F,21.0,160.0,50.0,Comoros,COM,2008 Summer,2008,Beijing,Athletics,100 meters,nan
57,2357,Feta Ahamada,F,25.0,160.0,50.0,Comoros,COM,2012 Summer,2012,London,Athletics,100 meters,nan
58,2361,Clarice Ahanotu,F,25.0,165.0,51.0,Nigeria,NGR,1964 Summer,1964,Tokyo,Athletics,100 meters,nan
59,2372,"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Tokyo,Athletics,100 meters,nan
60,2375,"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Mexico City,Athletics,100 meters,nan
61,2385,Toivo Eemil Ahjopalo (Andelin-),M,23.0,174.0,69.0,Finland,FIN,1936 Summer,1936,Berlin,Athletics,100 meters,nan
62,2451,Ramli Ahmad,M,19.0,175.0,67.0,Malaysia,MAS,1976 Summer,1976,Montreal,Athletics,100 meters,nan
63,2480,Azneem Ahmed,M,23.0,169.0,65.0,Maldives,MDV,2012 Summer,2012,London,Athletics,100 meters,nan
64,2498,Mohammed Ahmed,M,21.0,182.0,56.0,Canada,CAN,2012 Summer,2012,London,Athletics,"10,000 meters",nan
65,2500,Mohammed Ahmed,M,25.0,182.0,56.0,Canada,CAN,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",nan
66,2515,Shamha Ahmed,F,18.0,150.0,42.0,Maldives,MDV,2000 Summer,2000,Sydney,Athletics,100 meters,nan
67,2519,Ehab Fuad Ahmed Nagi,M,20.0,175.0,65.0,South Yemen,YMD,1988 Summer,1988,Seoul,Athletics,100 meters,nan
68,2571,Murielle Ahour,F,24.0,165.0,58.0,Cote d'Ivoire,CIV,2012 Summer,2012,London,Athletics,100 meters,nan
69,2573,Murielle Ahour,F,28.0,165.0,58.0,Cote d'Ivoire,CIV,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,nan
70,2607,Michelle-Lee Raquel Ahye,F,20.0,160.0,64.0,Trinidad and Tobago,TTO,2012 Summer,2012,London,Athletics,100 meters,nan
71,2609,Michelle-Lee Raquel Ahye,F,24.0,160.0,64.0,Trinidad and Tobago,TTO,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,nan
72,2641,"Ingeborg ""Inge"" Aigner (-Weichert)",F,21.0,172.0,67.0,Austria,AUT,1964 Summer,1964,Tokyo,Athletics,100 meters,nan
73,2712,Michael Christopher Aish,M,24.0,175.0,60.0,New Zealand,NZL,2000 Summer,2000,Sydney,Athletics,"10,000 meters",nan
74,2739,Souad At Salem (-Mahour-Bacha),F,25.0,158.0,50.0,Algeria,ALG,2004 Summer,2004,Athina,Athletics,"10,000 meters",nan
75,2814,Chioma Ajunwa (-Opara),F,24.0,164.0,57.0,Nigeria,NGR,1996 Summer,1996,Atlanta,Athletics,100 meters,nan
76,2822,Yukiko Akaba,F,28.0,158.0,43.0,Japan,JPN,2008 Summer,2008,Beijing,Athletics,"10,000 meters",nan
77,3016,Oyeronke Akindele,F,22.0,166.0,55.0,Nigeria,NGR,1968 Summer,1968,Mexico City,Athletics,100 meters,nan
78,3052,Eric Akogyiram,M,23.0,170.0,68.0,Ghana,GHA,1992 Summer,1992,Barcelona,Athletics,100 meters,nan
79,3056,Boay Akonay,M,18.0,168.0,62.0,Tanzania,TAN,1988 Summer,1988,Seoul,Athletics,"10,000 meters",nan
80,3104,Aleksandr Timofeyevich Aksinin,M,21.0,173.0,67.0,Soviet Union,URS,1976 Summer,1976,Montreal,Athletics,100 meters,nan
81,3106,Aleksandr Timofeyevich Aksinin,M,25.0,173.0,67.0,Soviet Union,URS,1980 Summer,1980,Moskva,Athletics,100 meters,nan
82,3111,Semra Aksu (-Bayan),F,22.0,184.0,75.0,Turkey,TUR,1984 Summer,1984,Los Angeles,Athletics,100 meters,nan
83,3136,Shirin Akter,F,21.0,159.0,50.0,Bangladesh,BAN,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,nan
84,3143,Kozu Akutsu,M,27.0,162.0,51.0,Japan,JPN,1988 Summer,1988,Seoul,Athletics,"10,000 meters",nan
85,3178,Abdullah Sulaiman Al-Akbary,M,23.0,180.0,75.0,Oman,OMA,1984 Summer,1984,Los Angeles,Athletics,100 meters,nan
86,3228,Abdul Kareem Salah Al-Awad,M,22.0,170.0,63.0,Kuwait,KUW,1976 Summer,1976,Montreal,Athletics,100 meters,nan
87,3270,Mohamed Fahd Al-Bishi,M,23.0,160.0,52.0,Saudi Arabia,KSA,1988 Summer,1988,Seoul,Athletics,100 meters,nan
88,3315,Abdullah Hussein Al-Dosari,M,27.0,165.0,54.0,Bahrain,BRN,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",nan
89,3368,Basma Al-Eshosh,F,26.0,172.0,65.0,Jordan,JOR,2004 Summer,2004,Athina,Athletics,100 meters,nan
90,3369,Khalid Ahmed Al-Estashi,M,18.0,155.0,65.0,Yemen,YEM,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",nan
91,3385,Rakia Al-Gassra,F,21.0,170.0,65.0,Bahrain,BRN,2004 Summer,2004,Athina,Athletics,100 meters,nan
92,3390,Ali Saleh Al-Ghadi,M,31.0,160.0,54.0,North Yemen,YAR,1984 Summer,1984,Los Angeles,Athletics,"10,000 meters",nan
93,3399,Shinoona Salah Al-Habsi,F,19.0,162.0,60.0,Oman,OMA,2012 Summer,2012,London,Athletics,100 meters,nan
94,3420,Khalil Ahmed Al-Hanahneh,M,24.0,171.0,70.0,Jordan,JOR,2004 Summer,2004,Athina,Athletics,100 meters,nan
95,3434,Barakat Mubarak Al-Harthi,M,24.0,173.0,67.0,Oman,OMA,2012 Summer,2012,London,Athletics,100 meters,nan
96,3435,Barakat Mubarak Al-Harthi,M,28.0,173.0,67.0,Oman,OMA,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,nan
97,3446,Mahmoud Awad Sress Al-Hasini,M,25.0,185.0,67.0,Jordan,JOR,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",nan
98,3448,Mariam Mohamed Hadj Al-Hilli,F,16.0,nan,45.0,Bahrain,BRN,2000 Summer,2000,Sydney,Athletics,100 meters,nan
99,3476,Mansour Farhan Al-Juaid,M,24.0,175.0,62.0,Saudi Arabia,KSA,1972 Summer,1972,Munich,Athletics,100 meters,nan
100,3493,Hajar Saeed Saad Sowaid Al-Khaldi,F,21.0,160.0,45.0,Bahrain,BRN,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,nan
101,3494,Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,Oman,OMA,1988 Summer,1988,Seoul,Athletics,100 meters,nan
102,3554,Noor Hussain Al-Malki,F,17.0,155.0,43.0,Qatar,QAT,2012 Summer,2012,London,Athletics,100 meters,nan
103,3580,Ahmed Hadib Al-Moamari Bashir,M,19.0,170.0,62.0,Oman,OMA,1992 Summer,1992,Barcelona,Athletics,100 meters,nan
104,3584,Abdul Majeed Al-Mosawi,M,18.0,165.0,65.0,Kuwait,KUW,1980 Summer,1980,Moskva,Athletics,100 meters,nan
105,3617,Danah Al-Nasrallah,F,16.0,149.0,45.0,Kuwait,KUW,2004 Summer,2004,Athina,Athletics,100 meters,nan
106,3649,Moukheld Mahil F. Al-Outaibi,M,36.0,163.0,60.0,Saudi Arabia,KSA,2012 Summer,2012,London,Athletics,"10,000 meters",nan
107,3653,Alyan Sultan Ali Al-Qahtani,M,24.0,165.0,58.0,Saudi Arabia,KSA,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",nan
108,3708,Jamal Abdullah Al-Saffar,M,24.0,175.0,70.0,Saudi Arabia,KSA,1996 Summer,1996,Atlanta,Athletics,100 meters,nan
109,3709,Jamal Abdullah Al-Saffar,M,28.0,175.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Sydney,Athletics,100 meters,nan
110,3729,Mohamed Al-Sehly,M,21.0,165.0,59.0,Saudi Arabia,KSA,1976 Summer,1976,Montreal,Athletics,100 meters,nan
111,3737,Raja Faradj Al-Shalawi,M,30.0,177.0,59.0,Saudi Arabia,KSA,1976 Summer,1976,Montreal,Athletics,"10,000 meters",nan
112,3776,Abdullah Said Al-Sooli,M,25.0,172.0,73.0,Oman,OMA,2008 Summer,2008,Beijing,Athletics,100 meters,nan
113,3808,Salem Mubarak M. Al-Yami,M,22.0,170.0,65.0,Saudi Arabia,KSA,2004 Summer,2004,Athina,Athletics,100 meters,nan
114,3809,Buthayna Eid Al-Yaqoubi,F,17.0,155.0,45.0,Oman,OMA,2008 Summer,2008,Beijing,Athletics,100 meters,nan
115,3841,Lea Alaerts,F,22.0,163.0,54.0,Belgium,BEL,1976 Summer,1976,Montreal,Athletics,100 meters,nan
116,3882,Souhalia Alamou,M,24.0,177.0,78.0,Benin,BEN,2004 Summer,2004,Athina,Athletics,100 meters,nan
117,3892,Amelita Alanes (-Saberon),F,20.0,158.0,50.0,Philippines,PHI,1972 Summer,1972,Munich,Athletics,100 meters,nan
118,3911,Vyacheslav Nikolayevich Alanov,M,28.0,172.0,59.0,Soviet Union,URS,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",nan
119,3934,Issa Alassane-Oussni,M,27.0,180.0,76.0,Benin,BEN,1988 Summer,1988,Seoul,Athletics,100 meters,nan
120,3942,Janice Alatoa,F,23.0,166.0,55.0,Vanuatu,VAN,2012 Summer,2012,London,Athletics,100 meters,nan
121,3995,Jos Luis Albarrn Calles,M,25.0,165.0,68.0,Spain,ESP,1960 Summer,1960,Roma,Athletics,100 meters,nan
122,4001,Eduardo Luis Albe,M,28.0,172.0,66.0,Argentina,ARG,1928 Summer,1928,Amsterdam,Athletics,100 meters,nan
123,4007,Jos Manuel Albentosa Ferrer,M,24.0,172.0,56.0,Spain,ESP,1988 Summer,1988,Seoul,Athletics,"10,000 meters",nan
124,4079,Ebbe Gustav Bertil Albertsson (-Andersson),M,26.0,177.0,67.0,Sweden,SWE,1948 Summer,1948,London,Athletics,"10,000 meters",Bronze
125,4081,Ebbe Gustav Bertil Albertsson (-Andersson),M,30.0,177.0,67.0,Sweden,SWE,1952 Summer,1952,Helsinki,Athletics,"10,000 meters",nan
126,4170,Emmy Albus (-Liersch),F,24.0,172.0,57.0,Germany,GER,1936 Summer,1936,Berlin,Athletics,100 meters,nan
127,4450,Luis Alers Acevedo,M,21.0,175.0,72.0,Puerto Rico,PUR,1972 Summer,1972,Munich,Athletics,100 meters,nan
128,4500,J'maal Alexander,M,18.0,178.0,64.0,British Virgin Islands,IVB,2012 Summer,2012,London,Athletics,100 meters,nan
129,4517,"Niconnor ""Nico"" Alexander",M,23.0,170.0,69.0,Trinidad and Tobago,TTO,2000 Summer,2000,Sydney,Athletics,100 meters,nan
130,4519,"Niconnor ""Nico"" Alexander",M,27.0,170.0,69.0,Trinidad and Tobago,TTO,2004 Summer,2004,Athina,Athletics,100 meters,nan
131,4731,Shahrudin Mohamed Ali,M,19.0,170.0,62.0,Malaya,MAL,1960 Summer,1960,Roma,Athletics,100 meters,nan
132,4753,mile Ali Khan,M,17.0,180.0,69.0,France,FRA,1920 Summer,1920,Antwerpen,Athletics,100 meters,nan
133,4776,Cora Alicto,F,28.0,168.0,59.0,Guam,GUM,2008 Summer,2008,Beijing,Athletics,100 meters,nan
134,4828,Deji Aliu,M,20.0,187.0,75.0,Nigeria,NGR,1996 Summer,1996,Atlanta,Athletics,100 meters,nan
135,4830,Deji Aliu,M,24.0,187.0,75.0,Nigeria,NGR,2000 Summer,2000,Sydney,Athletics,100 meters,nan
136,4832,Deji Aliu,M,28.0,187.0,75.0,Nigeria,NGR,2004 Summer,2004,Athina,Athletics,100 meters,nan
137,5006,Liliana Allen Doll (-de Martnez),F,22.0,170.0,62.0,Cuba,CUB,1992 Summer,1992,Barcelona,Athletics,100 meters,nan
138,5009,Liliana Allen Doll (-de Martnez),F,34.0,170.0,62.0,Mexico,MEX,2004 Summer,2004,Athina,Athletics,100 meters,nan
139,5080,Mosi Alli,F,19.0,159.0,51.0,Tanzania,TAN,1980 Summer,1980,Moskva,Athletics,100 meters,nan
140,5137,Stanley Fabian Allotey,M,21.0,171.0,67.0,Ghana,GHA,1964 Summer,1964,Tokyo,Athletics,100 meters,nan
141,5140,Amandine Allou Affou,F,23.0,160.0,52.0,Cote d'Ivoire,CIV,2004 Summer,2004,Athina,Athletics,100 meters,nan
142,5141,Amandine Allou Affou,F,27.0,160.0,52.0,Cote d'Ivoire,CIV,2008 Summer,2008,Beijing,Athletics,100 meters,nan
143,5150,"Rose ""Rosie"" Allwood (-Morrison)",F,19.0,163.0,54.0,Jamaica,JAM,1972 Summer,1972,Munich,Athletics,100 meters,nan
144,5153,"Rose ""Rosie"" Allwood (-Morrison)",F,23.0,163.0,54.0,Jamaica,JAM,1976 Summer,1976,Montreal,Athletics,100 meters,nan
145,5156,"Rose ""Rosie"" Allwood (-Morrison)",F,27.0,163.0,54.0,Jamaica,JAM,1980 Summer,1980,Moskva,Athletics,100 meters,nan
146,5168,Mwalimu Ally,M,27.0,177.0,68.0,Tanzania,TAN,1980 Summer,1980,Moskva,Athletics,100 meters,nan
147,5236,Amarildo Almeida,M,20.0,182.0,63.0,Guinea Bissau,GBS,1996 Summer,1996,Atlanta,Athletics,100 meters,nan
148,5342,Ana Isabel Alonso Nieto,F,25.0,152.0,46.0,Spain,ESP,1988 Summer,1988,Seoul,Athletics,"10,000 meters",nan
149,5589,Javier lvarez Salgado,M,28.0,171.0,57.0,Spain,ESP,1972 Summer,1972,Munich,Athletics,"10,000 meters",nan
150,5864,Cleide Amaral,F,29.0,165.0,68.0,Brazil,BRA,1996 Summer,1996,Atlanta,Athletics,100 meters,nan
151,5962,Golam Ambia,M,26.0,170.0,68.0,Bangladesh,BAN,1992 Summer,1992,Barcelona,Athletics,100 meters,nan
152,6037,Koukou Franck Amgnigan,M,25.0,181.0,76.0,Togo,TOG,1996 Summer,1996,Atlanta,Athletics,100 meters,nan
153,6072,Hamoud Ameur,M,28.0,171.0,59.0,France,FRA,1960 Summer,1960,Roma,Athletics,"10,000 meters",nan
154,6273,Jean-Claude Amoureux,M,20.0,170.0,62.0,France,FRA,1976 Summer,1976,Montreal,Athletics,100 meters,nan
155,6329,"Daniel ""Dan"" Amuke",M,22.0,180.0,69.0,Kenya,KEN,1972 Summer,1972,Munich,Athletics,100 meters,nan
156,6331,"Erasmus Samuel A. O. ""Sam"" Amukun",M,19.0,169.0,64.0,Uganda,UGA,1960 Summer,1960,Roma,Athletics,100 meters,nan
157,6358,Mohamed Amyn,M,28.0,168.0,53.0,Morocco,MAR,2004 Summer,2004,Athina,Athletics,"10,000 meters",nan
158,6834,Jon Peter Anderson,M,22.0,187.0,72.0,United States,USA,1972 Summer,1972,Munich,Athletics,"10,000 meters",nan
159,6875,Shani Anderson,F,25.0,176.0,64.0,Great Britain,GBR,2000 Summer,2000,Sydney,Athletics,100 meters,nan
160,7249,Daniel Andr,M,18.0,178.0,70.0,Mauritius,MRI,1984 Summer,1984,Los Angeles,Athletics,100 meters,nan
161,7272,Nilson de Oliveira Andr,M,26.0,172.0,72.0,Brazil,BRA,2012 Summer,2012,London,Athletics,100 meters,nan
162,7333,Pavlo Andriyovych Andreiev,M,28.0,167.0,54.0,Soviet Union,URS,1972 Summer,1972,Munich,Athletics,"10,000 meters",nan
163,7427,"Jessica ""Jess"" Andrews (-Martin)",F,23.0,168.0,52.0,Great Britain,GBR,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",nan
164,7630,Arere Anentia,M,nan,175.0,67.0,Kenya,KEN,1960 Summer,1960,Roma,Athletics,"10,000 meters",nan
165,7904,Vida Anim,F,20.0,162.0,60.0,Ghana,GHA,2004 Summer,2004,Athina,Athletics,100 meters,nan
166,7905,Vida Anim,F,24.0,162.0,60.0,Ghana,GHA,2008 Summer,2008,Beijing,Athletics,100 meters,nan
167,7930,Vera Vasilyevna Anisimova (Mikheyeva-),F,24.0,167.0,52.0,Soviet Union,URS,1976 Summer,1976,Montreal,Athletics,100 meters,nan
168,7932,Vera Vasilyevna Anisimova (Mikheyeva-),F,28.0,167.0,52.0,Soviet Union,URS,1980 Summer,1980,Moskva,Athletics,100 meters,nan
169,8022,Alice Annum,F,23.0,163.0,44.0,Ghana,GHA,1972 Summer,1972,Munich,Athletics,100 meters,nan
170,8137,Seraphino Antao,M,22.0,180.0,75.0,Kenya,KEN,1960 Summer,1960,Roma,Athletics,100 meters,nan
171,8140,Seraphino Antao,M,26.0,180.0,75.0,Kenya,KEN,1964 Summer,1964,Tokyo,Athletics,100 meters,nan
172,8188,Salvatore Antibo,M,22.0,170.0,52.0,Italy,ITA,1984 Summer,1984,Los Angeles,Athletics,"10,000 meters",nan
173,8190,Salvatore Antibo,M,26.0,170.0,52.0,Italy,ITA,1988 Summer,1988,Seoul,Athletics,"10,000 meters",Silver
174,8192,Salvatore Antibo,M,30.0,170.0,52.0,Italy,ITA,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",nan
175,8217,Aleksandras Antipovas,M,25.0,170.0,62.0,Soviet Union,URS,1980 Summer,1980,Moskva,Athletics,"10,000 meters",nan
176,8244,Abel Antn Rodrigo,M,33.0,178.0,61.0,Spain,ESP,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",nan
177,8252,Franco Antonelli,M,26.0,173.0,72.0,Italy,ITA,1960 Summer,1960,Roma,Athletics,"10,000 meters",nan
178,8396,Aleksandr Aleksandrovich Anufriyev,M,26.0,167.0,63.0,Soviet Union,URS,1952 Summer,1952,Helsinki,Athletics,"10,000 meters",Bronze
179,8427,Chamleunesouk Ao-Oudomphonh,M,25.0,168.0,51.0,Laos,LAO,2004 Summer,2004,Athina,Athletics,100 meters,nan
180,8465,Shinji Aoto,M,25.0,178.0,73.0,Japan,JPN,1992 Summer,1992,Barcelona,Athletics,100 meters,nan
181,8626,"William Reuben ""Willie"" Applegarth",M,21.0,170.0,59.0,Great Britain,GBR,1912 Summer,1912,Stockholm,Athletics,100 meters,nan
182,8643,Alice Aprot Nawowuna,F,22.0,152.0,54.0,Kenya,KEN,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",nan
183,8660,Enrique Aquino Busquets,M,30.0,165.0,51.0,Mexico,MEX,1980 Summer,1980,Moskva,Athletics,"10,000 meters",nan
184,9003,Daphne Arden (-Slater),F,22.0,167.0,60.0,Great Britain,GBR,1964 Summer,1964,Tokyo,Athletics,100 meters,nan
185,9151,Juan Argello Sandoval,M,21.0,155.0,55.0,Nicaragua,NCA,1968 Summer,1968,Mexico City,Athletics,100 meters,nan
186,9199,Hussain Arif,M,23.0,170.0,68.0,Pakistan,PAK,1992 Summer,1992,Barcelona,Athletics,100 meters,nan
187,9205,Polat Kemboi Arkan,M,21.0,175.0,59.0,Turkey,TUR,2012 Summer,2012,London,Athletics,"10,000 meters",nan
188,9206,Polat Kemboi Arkan,M,25.0,175.0,59.0,Turkey,TUR,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",nan
189,9357,"Heather Joy Armitage (-Young, -McClelland)",F,19.0,171.0,64.0,Great Britain,GBR,1952 Summer,1952,Helsinki,Athletics,100 meters,nan
190,9359,"Heather Joy Armitage (-Young, -McClelland)",F,23.0,171.0,64.0,Great Britain,GBR,1956 Summer,1956,Melbourne,Athletics,100 meters,nan
191,9378,Ainsley Edward Armstrong,M,19.0,180.0,70.0,Trinidad and Tobago,TTO,1972 Summer,1972,Munich,Athletics,100 meters,nan
192,9380,Ainsley Edward Armstrong,M,23.0,180.0,70.0,Trinidad and Tobago,TTO,1976 Summer,1976,Montreal,Athletics,100 meters,nan
