,Unnamed: 0,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
27,76923,Justin Alexander Gatlin,M,34.0,186.0,80.0,United States,USA,2016 Summer,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,Silver
28,83086,"Samuel Louis ""Sam"" Graddy, III",M,20.0,178.0,70.0,United States,USA,1984 Summer,1984,Los Angeles,Athletics,Athletics Men's 100 metres,Silver
29,83940,"Charles Edward ""Charlie"" Greene",M,23.0,173.0,69.0,United States,USA,1968 Summer,1968,Mexico City,Athletics,Athletics Men's 100 metres,Bronze
30,83953,Maurice Greene,M,26.0,176.0,80.0,United States,USA,2000 Summer,2000,Sydney,Athletics,Athletics Men's 100 metres,Gold
31,83955,Maurice Greene,M,30.0,176.0,80.0,United States,USA,2004 Summer,2004,Athina,Athletics,Athletics Men's 100 metres,Bronze
32,88286,"Charles Archibald ""Archie"" Hahn",M,23.0,167.0,64.0,United States,USA,1904 Summer,1904,St. Louis,Athletics,Athletics Men's 100 metres,Gold
33,88288,"Charles Archibald ""Archie"" Hahn",M,25.0,167.0,64.0,United States,USA,1906 Summer,1906,Athina,Athletics,Athletics Men's 100 metres,Gold
34,91484,Armin Hary,M,23.0,182.0,71.0,Germany,GER,1960 Summer,1960,Roma,Athletics,Athletics Men's 100 metres,Gold
35,92485,"Robert Lee ""Bob"" Hayes",M,21.0,183.0,86.0,United States,USA,1964 Summer,1964,Tokyo,Athletics,Athletics Men's 100 metres,Gold
36,96176,"James Ray ""Jim"" Hines",M,22.0,183.0,81.0,United States,USA,1968 Summer,1968,Mexico City,Athletics,Athletics Men's 100 metres,Gold
37,97181,Fritz Hofmann,M,24.0,167.0,56.0,Germany,GER,1896 Summer,1896,Athina,Athletics,Athletics Men's 100 metres,Silver
38,97237,"Hector Dennis ""Hec"" Hogan",M,25.0,170.0,65.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,Athletics Men's 100 metres,Bronze
39,106739,Frank Washington Jarvis,M,21.0,167.0,58.0,United States,USA,1900 Summer,1900,Paris,Athletics,Athletics Men's 100 metres,Gold
40,108116,"Henry Winston ""Harry"" Jerome",M,24.0,180.0,77.0,Canada,CAN,1964 Summer,1964,Tokyo,Athletics,Athletics Men's 100 metres,Bronze
41,109445,"Benjamin Sinclair ""Ben"" Johnson, Jr.",M,22.0,177.0,75.0,Canada,CAN,1984 Summer,1984,Los Angeles,Athletics,Athletics Men's 100 metres,Bronze
42,109978,Karl Arthur Jonath,M,22.0,179.0,73.0,Germany,GER,1932 Summer,1932,Los Angeles,Athletics,Athletics Men's 100 metres,Bronze
43,116200,"Robert ""Bobby"" Kerr",M,25.0,171.0,66.0,Canada,CAN,1908 Summer,1908,London,Athletics,Athletics Men's 100 metres,Bronze
44,119989,Morris Marshall Kirksey,M,24.0,178.0,77.0,United States,USA,1920 Summer,1920,Antwerpen,Athletics,Athletics Men's 100 metres,Silver
45,130420,Lloyd Barrington LaBeach,M,26.0,185.0,73.0,Panama,PAN,1948 Summer,1948,London,Athletics,Athletics Men's 100 metres,Bronze
46,131560,Georg Lammers,M,23.0,178.0,84.0,Germany,GER,1928 Summer,1928,Amsterdam,Athletics,Athletics Men's 100 metres,Bronze
47,131870,"Francis Adonijah ""Frank"" Lane",M,21.0,170.0,69.0,United States,USA,1896 Summer,1896,Athina,Athletics,Athletics Men's 100 metres,Bronze
48,136815,Silvio Leonard Sarra,M,24.0,173.0,64.0,Cuba,CUB,1980 Summer,1980,Moskva,Athletics,Athletics Men's 100 metres,Silver
49,137690,"Frederick Carlton ""Carl"" Lewis",M,23.0,188.0,80.0,United States,USA,1984 Summer,1984,Los Angeles,Athletics,Athletics Men's 100 metres,Gold
50,137694,"Frederick Carlton ""Carl"" Lewis",M,27.0,188.0,80.0,United States,USA,1988 Summer,1988,Seoul,Athletics,Athletics Men's 100 metres,Gold
51,140248,Donald Fithian Lippincott,M,18.0,178.0,72.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,Athletics Men's 100 metres,Bronze
52,141903,"John Edward ""Jack"" London",M,23.0,183.0,75.0,Great Britain,GBR,1928 Summer,1928,Amsterdam,Athletics,Athletics Men's 100 metres,Silver
53,154740,"Herbert Henry ""Herb"" McKenley",M,30.0,185.0,72.0,Jamaica,JAM,1952 Summer,1952,Helsinki,Athletics,Athletics Men's 100 metres,Silver
54,157572,Ralph Harold Metcalfe,M,22.0,180.0,82.0,United States,USA,1932 Summer,1932,Los Angeles,Athletics,Athletics Men's 100 metres,Silver
55,157574,Ralph Harold Metcalfe,M,26.0,180.0,82.0,United States,USA,1936 Summer,1936,Berlin,Athletics,Athletics Men's 100 metres,Silver
56,157743,Alvah T. Meyer,M,23.0,173.0,65.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,Athletics Men's 100 metres,Silver
57,159219,Lennox Valencia Miller,M,22.0,183.0,79.0,Jamaica,JAM,1968 Summer,1968,Mexico City,Athletics,Athletics Men's 100 metres,Silver
58,159221,Lennox Valencia Miller,M,25.0,183.0,79.0,Jamaica,JAM,1972 Summer,1972,Munich,Athletics,Athletics Men's 100 metres,Bronze
59,160230,Dennis Allen Mitchell,M,26.0,175.0,70.0,United States,USA,1992 Summer,1992,Barcelona,Athletics,Athletics Men's 100 metres,Bronze
60,163979,Bobby Joe Morrow,M,21.0,186.0,75.0,United States,USA,1956 Summer,1956,Melbourne,Athletics,Athletics Men's 100 metres,Gold
61,164493,Fay R. Moulton,M,30.0,175.0,70.0,United States,USA,1906 Summer,1906,Athina,Athletics,Athletics Men's 100 metres,Silver
62,174756,Francis Obiorah Obikwelu,M,25.0,195.0,79.0,Portugal,POR,2004 Summer,2004,Athina,Athletics,Athletics Men's 100 metres,Silver
63,178499,"Martinus Bernardus ""Tinus"" Osendarp",M,20.0,176.0,80.0,Netherlands,NED,1936 Summer,1936,Berlin,Athletics,Athletics Men's 100 metres,Bronze
64,179558,"James Cleveland ""Jesse"" Owens",M,22.0,178.0,71.0,United States,USA,1936 Summer,1936,Berlin,Athletics,Athletics Men's 100 metres,Gold
65,179976,"Charles William ""Charley"" Paddock",M,19.0,172.0,75.0,United States,USA,1920 Summer,1920,Antwerpen,Athletics,Athletics Men's 100 metres,Gold
66,187259,Petar Nikolov Petrov,M,25.0,180.0,80.0,Bulgaria,BUL,1980 Summer,1980,Moskva,Athletics,Athletics Men's 100 metres,Bronze
67,191762,Arthur Espie Porritt,M,23.0,171.0,64.0,New Zealand,NZL,1924 Summer,1924,Paris,Athletics,Athletics Men's 100 metres,Bronze
68,194923,"Donald O'Reilly ""Don"" Quarrie",M,25.0,175.0,70.0,Jamaica,JAM,1976 Summer,1976,Montreal,Athletics,Athletics Men's 100 metres,Silver
69,195495,Peter Frank Radford,M,20.0,180.0,61.0,Great Britain,GBR,1960 Summer,1960,Roma,Athletics,Athletics Men's 100 metres,Bronze
70,198064,"John Alcorn ""James"" Rector",M,23.0,181.0,72.0,United States,USA,1908 Summer,1908,London,Athletics,Athletics Men's 100 metres,Silver
71,198893,Lindy John Remigino,M,21.0,173.0,67.0,United States,USA,1952 Summer,1952,Helsinki,Athletics,Athletics Men's 100 metres,Gold
72,205224,"Stanley Rupert ""Stan"" Rowley",M,23.0,178.0,71.0,Australia,AUS,1900 Summer,1900,Paris,Athletics,Athletics Men's 100 metres,Bronze
73,213850,Jackson Volney Scholz,M,27.0,172.0,61.0,United States,USA,1924 Summer,1924,Paris,Athletics,Athletics Men's 100 metres,Silver
74,220285,"David William ""Dave"" Sime",M,24.0,189.0,81.0,United States,USA,1960 Summer,1960,Roma,Athletics,Athletics Men's 100 metres,Silver
75,223421,Calvin Smith,M,27.0,178.0,69.0,United States,USA,1988 Summer,1988,Seoul,Athletics,Athletics Men's 100 metres,Bronze
76,237161,Robert James Taylor,M,23.0,183.0,80.0,United States,USA,1972 Summer,1972,Munich,Athletics,Athletics Men's 100 metres,Silver
77,238169,Walter Beardsley Tewksbury,M,24.0,183.0,64.0,United States,USA,1900 Summer,1900,Paris,Athletics,Athletics Men's 100 metres,Silver
78,239286,Obadele Olutosin Thompson,M,24.0,182.0,78.0,Barbados,BAR,2000 Summer,2000,Sydney,Athletics,Athletics Men's 100 metres,Bronze
79,239295,Richard Thompson,M,23.0,188.0,80.0,Trinidad and Tobago,TTO,2008 Summer,2008,Beijing,Athletics,Athletics Men's 100 metres,Silver
80,241134,"Thomas Edward ""Eddie"" Tolan, Jr.",M,23.0,170.0,65.0,United States,USA,1932 Summer,1932,Los Angeles,Athletics,Athletics Men's 100 metres,Gold
81,255911,"Reginald Edgar ""Reggie"" Walker",M,19.0,170.0,61.0,South Africa,RSA,1908 Summer,1908,London,Athletics,Athletics Men's 100 metres,Gold
82,258700,Allan Wipper Wells,M,28.0,183.0,86.0,Great Britain,GBR,1980 Summer,1980,Moskva,Athletics,Athletics Men's 100 metres,Gold
83,261083,Percy Alfred Williams,M,19.0,170.0,56.0,Canada,CAN,1928 Summer,1928,Amsterdam,Athletics,Athletics Men's 100 metres,Gold
